[2026-03-30T12:05:02.344Z] GET https://www.google.com/search?q=%22claude+code%22+plugin+system+%22plugin.json%22+manifest → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/77405-3a10328474047255.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/46595-1c1a974a3e379971.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/(multitenant)/layout-e038e54748aad8a0.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/3351-5c9f5c2d8131fe9f.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/not-found-fe74b2c1155d31b5.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/error-78fd09985dca31de.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/17551-b9fcb1d9b296c1b9.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/(multitenant)/%5B%5B...slug%5D%5D/page-6977e3bf2c48fe49.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/8923-b2730c47f396cdd1.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/(multitenant)/%40topbar/%5B%5B...slug%5D%5D/page-b4ed2d484704b105.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/docs/_next/static/chunks/app/%255Fsites/%5Bsubdomain%5D/(multitenant)/not-found-3eab264ef0f3b7b4.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://d4tuoctqmanu0.cloudfront.net/katex.min.css → 200 (73ms, 23112B)
[2026-03-30T12:06:17.296Z] GET https://fonts.googleapis.com/css2?family=Anthropic+Sans:ital,wght@0,400;0,500;0,600;0,700;0,800;1,400;1,500;1,600;1,700;1,800&display=swap → pending (?ms, ?B)
[2026-03-30T12:06:17.296Z] GET https://code.claude.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js → 200 (124ms, 1239B)
[2026-03-30T12:06:17.296Z] GET https://static.cloudflareinsights.com/beacon.min.js/v8c78df7c7c0f484497ecbca7046644da1771523124516 → pending (?ms, ?B)
[2026-03-30T12:06:17.452Z] GET https://fonts.googleapis.com/css2?family=Anthropic+Sans:ital,wght@0,400;0,500;0,600;0,700;0,800;1,400;1,500;1,600;1,700;1,800&display=swap → pending (?ms, ?B)
[2026-03-30T12:06:17.554Z] GET https://d3gk2c5xim1je2.cloudfront.net/v7.1.0/brands/x-twitter.svg → 200 (13ms, 442B)
[2026-03-30T12:06:17.554Z] GET https://d3gk2c5xim1je2.cloudfront.net/v7.1.0/brands/linkedin.svg → 200 (13ms, 685B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSans-Text-Regular-Static.otf → 200 (206ms, 61144B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSans-Text-Medium-Static.otf → 200 (206ms, 61528B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSans-Text-Semibold-Static.otf → 200 (206ms, 62380B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSerif-Display-Regular-Static.otf → 200 (206ms, 68796B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSerif-Display-Semibold-Static.otf → 200 (206ms, 66856B)
[2026-03-30T12:06:17.555Z] GET https://assets.claude.ai/Fonts/AnthropicSans-Text-RegularItalic-Static.otf → 200 (206ms, 55916B)
[2026-03-30T12:06:17.759Z] GET https://code.claude.com/docs/_next/static/chunks/93940.4ba8dfc310511af1.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (22ms, 41580B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/35076.0f387d5da3e2caec.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (67ms, 72253B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/b3ef812f.287b5ce983a6f934.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (66ms, 402448B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/59a51a4c.a29bd69fdcf3c532.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (217ms, 224427B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/52883.941e686112c382dd.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (46ms, 23507B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/98270.79c37bfe877beac9.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (393ms, 11747B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/5924.af6b06b26a098f2d.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (85ms, 7910B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/42261.22a1c076025571a1.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (61ms, 46878B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/40439.bc16d6e33e6df950.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 27321B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/08e9f8d4.8ce89e007e5c174d.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 174928B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/78513.ed0c286c90d4ea70.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 2924B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/69848.1b5ee8e8ff184036.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (217ms, 8885B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/88844.5187b97ae7bc1b78.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (215ms, 59441B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/86654.afde61223263a4f5.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 136214B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/6234.b57a9f09b64783f7.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (84ms, 49138B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/46888.7bf9e9ee1dde9d48.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (213ms, 57654B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/2383.ff4e82514a9b28d8.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (217ms, 113869B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/90036.2211674646c1fd55.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (52ms, 5491B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/28433.6e0f14ae3b092066.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 70206B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/58f38233.efd41f4fc15e4dbf.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (80ms, 181180B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/336436a7.fd164ad9f6edbdcf.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (72ms, 175637B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/6907ee1e.a05dea7661b06d5b.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (215ms, 177892B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/51972.45006755f1975ddf.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (67ms, 18040B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/40748.d6681cfbd0ab0917.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (80ms, 96780B)
[2026-03-30T12:06:17.760Z] GET https://code.claude.com/docs/_next/static/chunks/10661.996ebf90e070ef2a.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (71ms, 15175B)
[2026-03-30T12:06:17.761Z] GET https://code.claude.com/docs/_next/static/chunks/55598.827ba45db3293eac.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 86993B)
[2026-03-30T12:06:17.761Z] GET https://code.claude.com/docs/_next/static/chunks/17638.5a976eb14ecb333a.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (215ms, 87831B)
[2026-03-30T12:06:17.761Z] GET https://code.claude.com/docs/_next/static/chunks/47178.2648299d4d4f9d0d.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (216ms, 10611B)
[2026-03-30T12:06:17.864Z] GET https://code.claude.com/docs/_next/static/chunks/88206.1dde85d08c3df7ae.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (113ms, 3767B)
[2026-03-30T12:06:17.970Z] GET https://claude.com/shared/consent-banner.js → 200 (7ms, 22110B)
[2026-03-30T12:06:17.985Z] GET https://code.claude.com/docs/en/env-vars?_rsc=11dpr → 200 (168ms, 710667B)
[2026-03-30T12:06:17.985Z] GET https://code.claude.com/docs/en/checkpointing?_rsc=11dpr → 200 (168ms, 567527B)
[2026-03-30T12:06:17.985Z] GET https://code.claude.com/docs/en/tools-reference?_rsc=11dpr → 200 (168ms, 603816B)
[2026-03-30T12:06:17.985Z] GET https://code.claude.com/docs/en/interactive-mode?_rsc=11dpr → 200 (168ms, 703583B)
[2026-03-30T12:06:17.985Z] GET https://code.claude.com/docs/en/channels-reference?_rsc=11dpr → 200 (168ms, ?B)
[2026-03-30T12:06:18.133Z] GET https://code.claude.com/docs/_next/static/chunks/78883.0938b4ae0ea5d2ac.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (115ms, 9201B)
[2026-03-30T12:06:18.133Z] GET https://code.claude.com/docs/_next/static/chunks/24210.62409e91e9fea7ae.js?dpl=dpl_HNDpb4K1mjtpMAcNbLUJHfXeG9Ut → 200 (119ms, 14260B)
[2026-03-30T12:06:18.138Z] GET https://claude.com/shared/consent-banner.css → 200 (43ms, 4330B)
[2026-03-30T12:06:18.162Z] GET https://code.claude.com/docs/en/cli-reference?_rsc=11dpr → 200 (122ms, 678872B)
[2026-03-30T12:06:18.163Z] GET https://code.claude.com/docs/en/commands?_rsc=11dpr → 200 (138ms, ?B)
[2026-03-30T12:06:18.164Z] GET https://code.claude.com/docs/en/hooks?_rsc=11dpr → 200 (166ms, ?B)
[2026-03-30T12:06:18.165Z] GET https://code.claude.com/docs/en/overview?_rsc=yfopj → 200 (96ms, ?B)
[2026-03-30T12:06:18.208Z] GET https://code.claude.com/docs/en/sub-agents?_rsc=yfopj → 200 (153ms, ?B)
[2026-03-30T12:06:18.259Z] POST https://code.claude.com/cdn-cgi/rum? → 200 (29ms, ?B)
[2026-03-30T12:06:18.286Z] GET https://code.claude.com/docs/en/third-party-integrations?_rsc=yfopj → 200 (142ms, ?B)
[2026-03-30T12:06:18.301Z] GET https://code.claude.com/docs/en/setup?_rsc=yfopj → 200 (147ms, ?B)
[2026-03-30T12:06:18.315Z] GET https://code.claude.com/docs/en/settings?_rsc=yfopj → pending (?ms, ?B)
[2026-03-30T12:06:18.331Z] GET https://code.claude.com/docs/en/legal-and-compliance?_rsc=yfopj → pending (?ms, ?B)
[2026-03-30T12:06:18.363Z] GET https://code.claude.com/docs/en/discover-plugins?_rsc=yfopj → pending (?ms, ?B)
[2026-03-30T12:06:18.428Z] GET https://code.claude.com/docs/en/plugins?_rsc=yfopj → pending (?ms, ?B)
[2026-03-30T12:06:18.467Z] GET https://code.claude.com/docs/en/plugin-marketplaces?_rsc=yfopj → 200 (129ms, ?B)
[2026-03-30T12:06:22.888Z] POST https://code.claude.com/docs/_mintlify/api/v1/e → 202 (226ms, ?B)
[2026-03-30T12:06:24.567Z] GET https://code.claude.com/docs/en/discover-plugins → 200 (126ms, 983038B)
[2026-03-30T12:06:24.697Z] POST https://code.claude.com/cdn-cgi/rum? → pending (?ms, ?B)
[2026-03-30T12:06:24.701Z] GET https://code.claude.com/docs/_next/static/media/bb3ef058b751a6ad-s.p.woff2 → 200 (?ms, ?B)
[2026-03-30T12:06:24.701Z] GET https://code.claude.com/docs/_next/static/media/c4b700dcb2187787-s.p.woff2 → 200 (91ms, 51636B)
[2026-03-30T12:06:24.701Z] GET https://code.claude.com/docs/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (1ms, ?B)
